player,opp,surface,indoor,tourney_date,best_of,ace,df,svpt,svgms,tourney_name,round,score,won,sv_1in,sv_1won,sv_2won,bp_saved,bp_faced,rank,opp_rank
Taro Daniel,Thanasi Kokkinakis,Hard,O,20190114,5,3.0,2.0,61.0,9.0,Australian Open,R128,5-7 4-2 RET,1,38.0,28.0,10.0,5.0,7.0,82.0,144.0
Denis Shapovalov,Pablo Andujar,Hard,O,20190114,5,15.0,3.0,89.0,15.0,Australian Open,R128,6-2 6-3 7-6(3),1,58.0,49.0,17.0,2.0,3.0,27.0,85.0
David Goffin,Cristian Garin,Hard,O,20190114,5,9.0,3.0,62.0,11.0,Australian Open,R128,6-0 6-2 6-2,1,39.0,30.0,13.0,1.0,2.0,22.0,89.0
Marius Copil,Marcel Granollers,Hard,O,20190114,5,11.0,3.0,88.0,15.0,Australian Open,R128,6-3 6-4 6-4,1,53.0,47.0,15.0,4.0,5.0,60.0,108.0
Ryan Harrison,Jiri Vesely,Hard,O,20190114,5,20.0,0.0,66.0,14.0,Australian Open,R128,6-0 7-5 6-3,1,42.0,40.0,16.0,0.0,0.0,83.0,90.0
Daniil Medvedev,Lloyd Harris,Hard,O,20190114,5,7.0,4.0,72.0,11.0,Australian Open,R128,6-1 6-2 6-1,1,43.0,34.0,18.0,4.0,4.0,19.0,119.0
Fabio Fognini,Jaume Munar,Hard,O,20190114,5,12.0,3.0,102.0,14.0,Australian Open,R128,7-6(3) 7-6(7) 3-1 RET,1,68.0,51.0,18.0,8.0,10.0,13.0,79.0
Leonardo Mayer,Nicolas Jarry,Hard,O,20190114,5,19.0,5.0,127.0,22.0,Australian Open,R128,7-6(4) 7-6(3) 4-6 6-3,1,80.0,68.0,31.0,1.0,2.0,53.0,45.0
Ilya Ivashka,Malek Jaziri,Hard,O,20190114,5,8.0,12.0,119.0,17.0,Australian Open,R128,4-6 7-6(6) 6-1 4-0 RET,1,70.0,51.0,23.0,10.0,13.0,84.0,43.0
Pablo Carreno Busta,Luca Vanni,Hard,O,20190114,5,20.0,3.0,156.0,26.0,Australian Open,R128,6-7(5) 2-6 6-3 7-5 6-4,1,108.0,83.0,25.0,2.0,4.0,23.0,163.0
Philipp Kohlschreiber,Zhe Li,Hard,O,20190114,5,10.0,1.0,90.0,13.0,Australian Open,R128,6-2 6-2 6-4,1,45.0,36.0,28.0,10.0,10.0,32.0,261.0
Joao Sousa,Guido Pella,Hard,O,20190114,5,19.0,1.0,177.0,26.0,Australian Open,R128,7-6(2) 4-6 7-6(5) 4-6 6-2,1,119.0,84.0,33.0,9.0,13.0,44.0,65.0
Ivo Karlovic,Hubert Hurkacz,Hard,O,20190114,5,39.0,5.0,158.0,24.0,Australian Open,R128,6-7(5) 7-6(5) 7-6(3) 7-6(5),1,111.0,95.0,26.0,3.0,4.0,73.0,76.0
Kei Nishikori,Kamil Majchrzak,Hard,O,20190114,5,6.0,3.0,109.0,19.0,Australian Open,R128,3-6 6-7(6) 6-0 6-2 3-0 RET,1,73.0,53.0,20.0,6.0,8.0,9.0,176.0
Alexander Zverev,Aljaz Bedene,Hard,O,20190114,5,11.0,6.0,77.0,14.0,Australian Open,R128,6-4 6-1 6-4,1,46.0,38.0,14.0,1.0,3.0,4.0,67.0
Jeremy Chardy,Ugo Humbert,Hard,O,20190114,5,29.0,8.0,187.0,28.0,Australian Open,R128,3-6 7-6(6) 6-4 6-7(4) 7-6(6),1,126.0,98.0,30.0,3.0,6.0,36.0,95.0
Alex Bolt,Jack Sock,Hard,O,20190114,5,22.0,3.0,102.0,18.0,Australian Open,R128,4-6 6-3 6-2 6-2,1,63.0,52.0,23.0,2.0,4.0,155.0,105.0
Gilles Simon,Bjorn Fratangelo,Hard,O,20190114,5,10.0,3.0,93.0,15.0,Australian Open,R128,7-6(2) 6-4 6-2,1,54.0,46.0,21.0,3.0,4.0,30.0,133.0
Hyeon Chung,Bradley Klahn,Hard,O,20190114,5,10.0,2.0,145.0,26.0,Australian Open,R128,6-7(5) 6-7(5) 6-3 6-2 6-4,1,101.0,81.0,29.0,1.0,2.0,25.0,78.0
Pierre-Hugues Herbert,Sam Querrey,Hard,O,20190114,5,21.0,3.0,116.0,20.0,Australian Open,R128,5-7 7-6(6) 6-3 6-1,1,73.0,56.0,28.0,5.0,7.0,55.0,49.0
Stan Wawrinka,Ernests Gulbis,Hard,O,20190114,5,3.0,1.0,43.0,7.0,Australian Open,R128,3-6 3-1 RET,1,21.0,15.0,11.0,2.0,4.0,59.0,86.0
Milos Raonic,Nick Kyrgios,Hard,O,20190114,5,30.0,1.0,80.0,16.0,Australian Open,R128,6-4 7-6(5) 6-4,1,58.0,52.0,17.0,0.0,0.0,17.0,52.0
Borna Coric,Steve Darcis,Hard,O,20190114,5,16.0,3.0,79.0,14.0,Australian Open,R128,6-1 6-4 6-4,1,50.0,42.0,16.0,3.0,3.0,12.0,321.0
Marton Fucsovics,Albert Ramos-Vinolas,Hard,O,20190114,5,14.0,4.0,139.0,20.0,Australian Open,R128,6-3 6-4 6-7(5) 6-3,1,85.0,66.0,27.0,5.0,7.0,38.0,64.0
Evgeny Donskoy,Laslo Djere,Hard,O,20190114,5,13.0,3.0,141.0,21.0,Australian Open,R128,6-7(5) 6-4 6-1 7-6(5),1,81.0,63.0,34.0,8.0,10.0,96.0,92.0
Filip Krajinovic,Marco Cecchinato,Hard,O,20190114,5,20.0,3.0,130.0,23.0,Australian Open,R128,4-6 0-6 6-1 7-6(8) 6-4,1,77.0,63.0,21.0,1.0,7.0,93.0,18.0
Lucas Pouille,Mikhail Kukushkin,Hard,O,20190114,5,20.0,1.0,89.0,15.0,Australian Open,R128,6-1 7-5 6-4,1,58.0,46.0,15.0,3.0,5.0,31.0,56.0
Maximilian Marterer,Gleb Sakharov,Hard,O,20190114,5,13.0,1.0,77.0,13.0,Australian Open,R128,6-3 6-1 6-3,1,58.0,40.0,13.0,1.0,2.0,71.0,252.0
Alexei Popyrin,Mischa Zverev,Hard,O,20190114,5,16.0,4.0,97.0,17.0,Australian Open,R128,7-5 7-6(7) 6-4,1,66.0,57.0,23.0,1.0,1.0,149.0,70.0
Dominic Thiem,Benoit Paire,Hard,O,20190114,5,9.0,13.0,179.0,24.0,Australian Open,R128,6-4 6-3 5-7 1-6 6-3,1,104.0,69.0,37.0,9.0,14.0,8.0,61.0
Marin Cilic,Bernard Tomic,Hard,O,20190114,5,24.0,2.0,93.0,15.0,Australian Open,R128,6-2 6-4 7-6(3),1,63.0,49.0,19.0,5.0,6.0,7.0,88.0
Mackenzie McDonald,Andrey Rublev,Hard,O,20190114,5,8.0,4.0,114.0,19.0,Australian Open,R128,6-4 6-4 2-6 6-4,1,63.0,45.0,29.0,7.0,11.0,81.0,87.0
Radu Albot,Michael Mmoh,Hard,O,20190114,5,10.0,1.0,125.0,18.0,Australian Open,R128,3-6 6-3 6-4 6-2,1,90.0,54.0,19.0,8.0,13.0,98.0,107.0
Fernando Verdasco,Miomir Kecmanovic,Hard,O,20190114,5,21.0,6.0,87.0,15.0,Australian Open,R128,7-6(5) 6-3 6-3,1,58.0,46.0,17.0,1.0,2.0,28.0,125.0
Roberto Bautista Agut,Andy Murray,Hard,O,20190114,5,7.0,0.0,147.0,26.0,Australian Open,R128,6-4 6-4 6-7(5) 6-7(4) 6-2,1,107.0,89.0,24.0,4.0,5.0,24.0,229.0
John Millman,Federico Delbonis,Hard,O,20190114,5,11.0,3.0,115.0,19.0,Australian Open,R128,6-3 3-6 7-6(3) 6-2,1,80.0,65.0,15.0,8.0,11.0,37.0,80.0
Yoshihito Nishioka,Tennys Sandgren,Hard,O,20190114,5,10.0,2.0,156.0,21.0,Australian Open,R128,6-4 7-6(5) 4-6 6-4,1,109.0,75.0,26.0,19.0,22.0,69.0,41.0
Karen Khachanov,Peter Gojowczyk,Hard,O,20190114,5,15.0,4.0,99.0,19.0,Australian Open,R128,3-6 6-3 6-4 6-3,1,59.0,50.0,17.0,1.0,3.0,11.0,63.0
Stefanos Tsitsipas,Matteo Berrettini,Hard,O,20190114,5,15.0,4.0,128.0,22.0,Australian Open,R128,6-7(3) 6-4 6-3 7-6(4),1,88.0,71.0,25.0,2.0,2.0,15.0,54.0
Viktor Troicki,Roberto Carballes Baena,Hard,O,20190114,5,12.0,0.0,127.0,20.0,Australian Open,R128,6-1 1-6 2-6 6-1 6-4,1,78.0,55.0,24.0,2.0,6.0,200.0,75.0
Stefano Travaglia,Guido Andreozzi,Hard,O,20190114,5,23.0,3.0,116.0,19.0,Australian Open,R128,6-7(3) 6-2 6-3 6-2,1,63.0,52.0,30.0,5.0,6.0,137.0,77.0
Nikoloz Basilashvili,Christopher Eubanks,Hard,O,20190114,5,11.0,9.0,145.0,21.0,Australian Open,R128,6-4 4-6 7-6(6) 6-3,1,90.0,65.0,27.0,10.0,15.0,20.0,170.0
Gael Monfils,Damir Dzumhur,Hard,O,20190114,5,10.0,3.0,75.0,11.0,Australian Open,R128,6-0 6-4 6-0,1,45.0,34.0,17.0,4.0,5.0,33.0,47.0
Taylor Fritz,Cameron Norrie,Hard,O,20190114,5,15.0,1.0,102.0,15.0,Australian Open,R128,6-3 7-6(6) 6-2,1,66.0,50.0,23.0,5.0,6.0,50.0,68.0
Daniel Evans,Tatsuma Ito,Hard,O,20190114,5,9.0,2.0,99.0,16.0,Australian Open,R128,7-5 6-1 7-6(8),1,62.0,49.0,22.0,2.0,2.0,189.0,150.0
Roger Federer,Denis Istomin,Hard,O,20190114,5,14.0,2.0,82.0,15.0,Australian Open,R128,6-3 6-4 6-4,1,46.0,38.0,24.0,0.0,0.0,3.0,101.0
Kevin Anderson,Adrian Mannarino,Hard,O,20190114,5,14.0,5.0,110.0,18.0,Australian Open,R128,6-3 5-7 6-2 6-1,1,71.0,53.0,20.0,5.0,7.0,6.0,42.0
Frances Tiafoe,Prajnesh Gunneswaran,Hard,O,20190114,5,7.0,3.0,90.0,15.0,Australian Open,R128,7-6(7) 6-3 6-3,1,59.0,45.0,19.0,4.0,6.0,39.0,109.0
Jordan Thompson,Feliciano Lopez,Hard,O,20190114,5,9.0,1.0,81.0,14.0,Australian Open,R128,6-1 7-6(0) 6-3,1,60.0,49.0,15.0,0.0,0.0,72.0,66.0
Andreas Seppi,Steve Johnson,Hard,O,20190114,5,12.0,5.0,108.0,20.0,Australian Open,R128,6-4 4-6 6-4 6-3,1,62.0,50.0,28.0,5.0,6.0,35.0,34.0
Grigor Dimitrov,Janko Tipsarevic,Hard,O,20190114,5,18.0,8.0,112.0,18.0,Australian Open,R128,4-6 6-3 6-1 6-4,1,69.0,59.0,18.0,3.0,4.0,21.0,
Pablo Cuevas,Dusan Lajovic,Hard,O,20190114,5,5.0,0.0,80.0,15.0,Australian Open,R128,6-4 7-5 6-1,1,46.0,32.0,22.0,3.0,5.0,94.0,46.0
Thomas Fabbiano,Jason Kubler,Hard,O,20190114,5,3.0,3.0,135.0,20.0,Australian Open,R128,6-4 7-6(1) 2-6 6-3,1,99.0,59.0,25.0,6.0,10.0,102.0,130.0
Reilly Opelka,John Isner,Hard,O,20190114,5,40.0,6.0,151.0,24.0,Australian Open,R128,7-6(4) 7-6(6) 6-7(4) 7-6(5),1,87.0,74.0,42.0,1.0,2.0,97.0,10.0
Tomas Berdych,Kyle Edmund,Hard,O,20190114,5,12.0,1.0,75.0,14.0,Australian Open,R128,6-3 6-0 7-5,1,49.0,43.0,15.0,1.0,1.0,57.0,14.0
Robin Haase,Guillermo Garcia-Lopez,Hard,O,20190114,5,9.0,3.0,109.0,17.0,Australian Open,R128,7-5 6-4 7-5,1,59.0,47.0,26.0,4.0,5.0,58.0,100.0
Denis Kudla,Marc Polmans,Hard,O,20190114,5,19.0,11.0,142.0,22.0,Australian Open,R128,5-7 1-6 6-2 6-3 6-2,1,87.0,69.0,24.0,14.0,17.0,62.0,169.0
Diego Schwartzman,Rudolf Molleker,Hard,O,20190114,5,9.0,2.0,85.0,16.0,Australian Open,R128,6-1 6-3 4-6 6-0,1,55.0,45.0,19.0,2.0,3.0,16.0,206.0
Alex de Minaur,Pedro Sousa,Hard,O,20190114,5,5.0,2.0,89.0,16.0,Australian Open,R128,6-4 7-5 6-4,1,60.0,46.0,16.0,1.0,2.0,29.0,103.0
Henri Laaksonen,Mirza Basic,Hard,O,20190114,5,20.0,2.0,136.0,21.0,Australian Open,R128,6-4 7-6(4) 4-6 6-3,1,95.0,68.0,22.0,5.0,9.0,166.0,99.0
Matthew Ebden,Jan-Lennard Struff,Hard,O,20190114,5,12.0,11.0,101.0,18.0,Australian Open,R128,1-6 6-4 6-3 6-4,1,61.0,44.0,20.0,6.0,11.0,48.0,51.0
Rafael Nadal,James Duckworth,Hard,O,20190114,5,6.0,2.0,81.0,16.0,Australian Open,R128,6-4 6-3 7-5,1,54.0,40.0,16.0,1.0,3.0,2.0,237.0
Novak Djokovic,Jo-Wilfried Tsonga,Hard,O,20190114,5,12.0,1.0,87.0,16.0,Australian Open,R64,6-3 7-5 6-4,1,61.0,45.0,18.0,3.0,5.0,1.0,177.0
Denis Shapovalov,Taro Daniel,Hard,O,20190114,5,16.0,4.0,99.0,15.0,Australian Open,R64,6-3 7-6(2) 6-3,1,67.0,56.0,17.0,7.0,7.0,27.0,82.0
David Goffin,Marius Copil,Hard,O,20190114,5,12.0,2.0,112.0,21.0,Australian Open,R64,5-7 7-5 6-2 6-4,1,82.0,66.0,15.0,1.0,3.0,22.0,60.0
Daniil Medvedev,Ryan Harrison,Hard,O,20190114,5,10.0,1.0,65.0,14.0,Australian Open,R64,6-3 6-3 6-3,1,40.0,35.0,18.0,0.0,0.0,19.0,83.0
Fabio Fognini,Leonardo Mayer,Hard,O,20190114,5,5.0,3.0,102.0,17.0,Australian Open,R64,7-6(3) 6-3 7-6(5),1,71.0,59.0,18.0,1.0,2.0,13.0,53.0
Pablo Carreno Busta,Ilya Ivashka,Hard,O,20190114,5,5.0,3.0,82.0,15.0,Australian Open,R64,6-2 6-3 7-6(7),1,47.0,39.0,18.0,3.0,5.0,23.0,84.0
Joao Sousa,Philipp Kohlschreiber,Hard,O,20190114,5,28.0,1.0,181.0,28.0,Australian Open,R64,7-5 4-6 7-6(4) 5-7 6-4,1,130.0,99.0,26.0,14.0,16.0,44.0,32.0
Kei Nishikori,Ivo Karlovic,Hard,O,20190114,5,9.0,2.0,158.0,29.0,Australian Open,R64,6-3 7-6(6) 5-7 5-7 7-6(7),1,121.0,96.0,26.0,3.0,5.0,9.0,73.0
Alexander Zverev,Jeremy Chardy,Hard,O,20190114,5,29.0,13.0,167.0,27.0,Australian Open,R64,7-6(5) 6-4 5-7 6-7(6) 6-1,1,116.0,94.0,25.0,10.0,13.0,4.0,36.0
Alex Bolt,Gilles Simon,Hard,O,20190114,5,11.0,3.0,152.0,25.0,Australian Open,R64,2-6 6-4 4-6 7-6(8) 6-4,1,85.0,58.0,38.0,6.0,12.0,155.0,30.0
Pierre-Hugues Herbert,Hyeon Chung,Hard,O,20190114,5,13.0,3.0,96.0,17.0,Australian Open,R64,6-2 1-6 6-2 6-4,1,62.0,49.0,16.0,0.0,3.0,55.0,25.0
Milos Raonic,Stan Wawrinka,Hard,O,20190114,5,39.0,6.0,154.0,24.0,Australian Open,R64,6-7(4) 7-6(6) 7-6(11) 7-6(5),1,104.0,87.0,28.0,1.0,3.0,17.0,59.0
Borna Coric,Marton Fucsovics,Hard,O,20190114,5,13.0,5.0,94.0,15.0,Australian Open,R64,6-4 6-3 6-4,1,52.0,41.0,25.0,4.0,5.0,12.0,38.0
Filip Krajinovic,Evgeny Donskoy,Hard,O,20190114,5,15.0,2.0,122.0,17.0,Australian Open,R64,6-4 7-6(8) 7-6(2),1,78.0,54.0,26.0,7.0,10.0,93.0,96.0
Lucas Pouille,Maximilian Marterer,Hard,O,20190114,5,15.0,5.0,141.0,23.0,Australian Open,R64,7-6(8) 7-6(8) 5-7 6-4,1,93.0,81.0,25.0,5.0,6.0,31.0,71.0
Alexei Popyrin,Dominic Thiem,Hard,O,20190114,5,13.0,3.0,87.0,12.0,Australian Open,R64,7-5 6-4 2-0 RET,1,53.0,40.0,22.0,5.0,5.0,149.0,8.0
Marin Cilic,Mackenzie McDonald,Hard,O,20190114,5,25.0,6.0,135.0,22.0,Australian Open,R64,7-5 6-7(9) 6-4 6-4,1,82.0,63.0,26.0,4.0,7.0,7.0,81.0
Fernando Verdasco,Radu Albot,Hard,O,20190114,5,4.0,3.0,101.0,14.0,Australian Open,R64,6-1 7-6(2) 6-3,1,62.0,47.0,21.0,7.0,9.0,28.0,98.0
Roberto Bautista Agut,John Millman,Hard,O,20190114,5,10.0,2.0,148.0,24.0,Australian Open,R64,6-3 6-1 3-6 6-7(6) 6-4,1,105.0,74.0,24.0,6.0,9.0,24.0,37.0
Karen Khachanov,Yoshihito Nishioka,Hard,O,20190114,5,16.0,4.0,100.0,14.0,Australian Open,R64,6-3 6-3 6-3,1,64.0,41.0,18.0,5.0,7.0,11.0,69.0
Stefanos Tsitsipas,Viktor Troicki,Hard,O,20190114,5,14.0,2.0,99.0,19.0,Australian Open,R64,6-3 2-6 6-2 7-5,1,64.0,50.0,24.0,2.0,4.0,15.0,200.0
Nikoloz Basilashvili,Stefano Travaglia,Hard,O,20190114,5,9.0,12.0,137.0,23.0,Australian Open,R64,3-6 6-3 3-6 6-4 6-3,1,85.0,61.0,22.0,4.0,10.0,20.0,137.0
Taylor Fritz,Gael Monfils,Hard,O,20190114,5,15.0,2.0,177.0,23.0,Australian Open,R64,6-3 6-7(8) 7-6(6) 7-6(5),1,121.0,88.0,31.0,12.0,13.0,50.0,33.0
Roger Federer,Daniel Evans,Hard,O,20190114,5,11.0,1.0,99.0,17.0,Australian Open,R64,7-6(5) 7-6(3) 6-3,1,62.0,52.0,24.0,2.0,3.0,3.0,189.0
Frances Tiafoe,Kevin Anderson,Hard,O,20190114,5,10.0,2.0,114.0,21.0,Australian Open,R64,4-6 6-4 6-4 7-5,1,80.0,64.0,19.0,4.0,6.0,39.0,6.0
Andreas Seppi,Jordan Thompson,Hard,O,20190114,5,14.0,3.0,77.0,15.0,Australian Open,R64,6-3 6-4 6-4,1,53.0,40.0,13.0,1.0,3.0,35.0,72.0
Grigor Dimitrov,Pablo Cuevas,Hard,O,20190114,5,8.0,2.0,133.0,21.0,Australian Open,R64,6-3 6-7(5) 6-3 7-5,1,97.0,80.0,21.0,3.0,3.0,21.0,94.0
Thomas Fabbiano,Reilly Opelka,Hard,O,20190114,5,2.0,4.0,166.0,26.0,Australian Open,R64,6-7(15) 6-2 6-4 3-6 7-6(5),1,133.0,106.0,16.0,4.0,5.0,102.0,97.0
Tomas Berdych,Robin Haase,Hard,O,20190114,5,7.0,1.0,62.0,13.0,Australian Open,R64,6-1 6-3 6-3,1,43.0,38.0,14.0,0.0,0.0,57.0,58.0
Diego Schwartzman,Denis Kudla,Hard,O,20190114,5,11.0,5.0,176.0,27.0,Australian Open,R64,6-4 7-5 3-6 6-7(6) 6-4,1,119.0,82.0,24.0,7.0,14.0,16.0,62.0
Alex de Minaur,Henri Laaksonen,Hard,O,20190114,5,5.0,7.0,172.0,25.0,Australian Open,R64,6-4 6-2 6-7(7) 4-6 6-3,1,107.0,72.0,35.0,9.0,13.0,29.0,166.0
Rafael Nadal,Matthew Ebden,Hard,O,20190114,5,6.0,4.0,81.0,13.0,Australian Open,R64,6-3 6-2 6-2,1,53.0,43.0,16.0,4.0,4.0,2.0,48.0
Novak Djokovic,Denis Shapovalov,Hard,O,20190114,5,5.0,4.0,90.0,18.0,Australian Open,R32,6-3 6-4 4-6 6-0,1,55.0,41.0,22.0,2.0,5.0,1.0,27.0
Daniil Medvedev,David Goffin,Hard,O,20190114,5,7.0,2.0,85.0,15.0,Australian Open,R32,6-2 7-6(3) 6-3,1,56.0,48.0,10.0,1.0,4.0,19.0,22.0
Pablo Carreno Busta,Fabio Fognini,Hard,O,20190114,5,10.0,3.0,107.0,18.0,Australian Open,R32,6-2 6-4 2-6 6-4,1,75.0,48.0,16.0,8.0,14.0,23.0,13.0
Kei Nishikori,Joao Sousa,Hard,O,20190114,5,3.0,3.0,80.0,14.0,Australian Open,R32,7-6(6) 6-1 6-2,1,52.0,40.0,20.0,1.0,2.0,9.0,44.0
Alexander Zverev,Alex Bolt,Hard,O,20190114,5,14.0,4.0,85.0,13.0,Australian Open,R32,6-3 6-3 6-2,1,55.0,39.0,19.0,5.0,6.0,4.0,155.0
Milos Raonic,Pierre-Hugues Herbert,Hard,O,20190114,5,23.0,2.0,86.0,16.0,Australian Open,R32,6-4 6-4 7-6(6),1,60.0,51.0,16.0,0.0,1.0,17.0,55.0
Borna Coric,Filip Krajinovic,Hard,O,20190114,5,14.0,7.0,117.0,18.0,Australian Open,R32,2-6 6-3 6-4 6-3,1,75.0,55.0,18.0,6.0,9.0,12.0,93.0
Lucas Pouille,Alexei Popyrin,Hard,O,20190114,5,16.0,8.0,171.0,26.0,Australian Open,R32,7-6(3) 6-3 6-7(10) 4-6 6-3,1,103.0,77.0,45.0,5.0,7.0,31.0,149.0
Marin Cilic,Fernando Verdasco,Hard,O,20190114,5,8.0,5.0,153.0,24.0,Australian Open,R32,4-6 3-6 6-1 7-6(8) 6-3,1,89.0,73.0,33.0,6.0,9.0,7.0,28.0
Roberto Bautista Agut,Karen Khachanov,Hard,O,20190114,5,5.0,2.0,86.0,16.0,Australian Open,R32,6-4 7-5 6-4,1,56.0,46.0,15.0,0.0,2.0,24.0,11.0
Stefanos Tsitsipas,Nikoloz Basilashvili,Hard,O,20190114,5,18.0,1.0,131.0,20.0,Australian Open,R32,6-3 3-6 7-6(7) 6-4,1,83.0,65.0,26.0,2.0,4.0,15.0,20.0
Roger Federer,Taylor Fritz,Hard,O,20190114,5,10.0,3.0,70.0,14.0,Australian Open,R32,6-2 7-5 6-2,1,43.0,40.0,17.0,0.0,0.0,3.0,50.0
Frances Tiafoe,Andreas Seppi,Hard,O,20190114,5,16.0,5.0,138.0,25.0,Australian Open,R32,6-7(3) 6-3 4-6 6-4 6-3,1,85.0,68.0,31.0,4.0,6.0,39.0,35.0
Grigor Dimitrov,Thomas Fabbiano,Hard,O,20190114,5,13.0,3.0,84.0,16.0,Australian Open,R32,7-6(5) 6-4 6-4,1,53.0,45.0,19.0,2.0,4.0,21.0,102.0
Tomas Berdych,Diego Schwartzman,Hard,O,20190114,5,19.0,1.0,143.0,22.0,Australian Open,R32,5-7 6-3 7-5 6-4,1,83.0,69.0,29.0,7.0,8.0,57.0,16.0
Rafael Nadal,Alex de Minaur,Hard,O,20190114,5,6.0,6.0,87.0,13.0,Australian Open,R32,6-1 6-2 6-4,1,65.0,53.0,8.0,4.0,4.0,2.0,29.0
Novak Djokovic,Daniil Medvedev,Hard,O,20190114,5,6.0,5.0,126.0,20.0,Australian Open,R16,6-4 6-7(5) 6-2 6-3,1,84.0,61.0,21.0,7.0,9.0,1.0,19.0
Kei Nishikori,Pablo Carreno Busta,Hard,O,20190114,5,15.0,2.0,207.0,28.0,Australian Open,R16,6-7(8) 4-6 7-6(4) 6-4 7-6(8),1,127.0,93.0,34.0,8.0,14.0,9.0,23.0
Milos Raonic,Alexander Zverev,Hard,O,20190114,5,15.0,1.0,78.0,13.0,Australian Open,R16,6-1 6-1 7-6(5),1,54.0,43.0,13.0,0.0,1.0,17.0,4.0
Lucas Pouille,Borna Coric,Hard,O,20190114,5,19.0,2.0,135.0,23.0,Australian Open,R16,6-7(4) 6-4 7-5 7-6(2),1,88.0,73.0,26.0,4.0,6.0,31.0,12.0
Roberto Bautista Agut,Marin Cilic,Hard,O,20190114,5,10.0,3.0,154.0,25.0,Australian Open,R16,6-7(6) 6-3 6-2 4-6 6-4,1,106.0,74.0,33.0,3.0,5.0,24.0,7.0
Stefanos Tsitsipas,Roger Federer,Hard,O,20190114,5,20.0,1.0,188.0,24.0,Australian Open,R16,6-7(11) 7-6(3) 7-5 7-6(5),1,112.0,87.0,49.0,12.0,12.0,15.0,3.0
Frances Tiafoe,Grigor Dimitrov,Hard,O,20190114,5,10.0,4.0,190.0,24.0,Australian Open,R16,7-5 7-6(6) 6-7(1) 7-5,1,123.0,82.0,33.0,15.0,18.0,39.0,21.0
Rafael Nadal,Tomas Berdych,Hard,O,20190114,5,5.0,1.0,81.0,13.0,Australian Open,R16,6-0 6-1 7-6(4),1,56.0,45.0,16.0,2.0,2.0,2.0,57.0
Novak Djokovic,Kei Nishikori,Hard,O,20190114,5,2.0,1.0,29.0,6.0,Australian Open,QF,6-1 4-1 RET,1,20.0,17.0,8.0,0.0,0.0,1.0,9.0
Lucas Pouille,Milos Raonic,Hard,O,20190114,5,14.0,4.0,122.0,22.0,Australian Open,QF,7-6(4) 6-3 6-7(2) 6-4,1,80.0,67.0,24.0,0.0,1.0,31.0,17.0
Stefanos Tsitsipas,Roberto Bautista Agut,Hard,O,20190114,5,22.0,3.0,129.0,22.0,Australian Open,QF,7-5 4-6 6-4 7-6(2),1,74.0,62.0,27.0,1.0,4.0,15.0,24.0
Rafael Nadal,Frances Tiafoe,Hard,O,20190114,5,11.0,0.0,77.0,14.0,Australian Open,QF,6-3 6-4 6-2,1,57.0,48.0,12.0,2.0,2.0,2.0,39.0
Rafael Nadal,Stefanos Tsitsipas,Hard,O,20190114,5,5.0,0.0,61.0,12.0,Australian Open,SF,6-2 6-4 6-0,1,40.0,34.0,15.0,1.0,1.0,2.0,15.0
Novak Djokovic,Lucas Pouille,Hard,O,20190114,5,6.0,0.0,53.0,11.0,Australian Open,SF,6-0 6-2 6-2,1,38.0,32.0,13.0,0.0,0.0,1.0,31.0
Novak Djokovic,Rafael Nadal,Hard,O,20190114,5,8.0,0.0,69.0,13.0,Australian Open,F,6-3 6-2 6-3,1,50.0,40.0,16.0,1.0,1.0,1.0,2.0
John Millman,Damir Dzumhur,Hard,,20190201,3,4.0,1.0,55.0,9.0,Davis Cup QLS R1: AUS vs BIH,RR,6-3 6-2,1,30.0,21.0,15.0,6.0,8.0,36.0,52.0
Alex de Minaur,Mirza Basic,Hard,,20190201,3,5.0,2.0,76.0,11.0,Davis Cup QLS R1: AUS vs BIH,RR,6-3 7-6(0),1,58.0,44.0,10.0,7.0,8.0,28.0,99.0
Alexei Popyrin,Nerman Fatic,Hard,,20190201,3,8.0,0.0,52.0,10.0,Davis Cup QLS R1: AUS vs BIH,RR,6-1 7-6(2),1,31.0,25.0,16.0,1.0,2.0,124.0,
Nicolas Jarry,Jurij Rodionov,Clay,,20190201,3,6.0,0.0,66.0,12.0,Davis Cup QLS R1: AUT vs CHI,RR,7-5 7-5,1,46.0,36.0,13.0,0.0,0.0,41.0,197.0
Dennis Novak,Cristian Garin,Clay,,20190201,3,4.0,0.0,77.0,10.0,Davis Cup QLS R1: AUT vs CHI,RR,6-4 6-4,1,52.0,34.0,12.0,4.0,6.0,154.0,95.0
Nicolas Jarry,Dennis Novak,Clay,,20190201,3,13.0,0.0,89.0,16.0,Davis Cup QLS R1: AUT vs CHI,RR,6-4 3-6 7-6(2),1,60.0,53.0,12.0,5.0,6.0,41.0,154.0
Cristian Garin,Jurij Rodionov,Clay,,20190201,3,4.0,3.0,51.0,8.0,Davis Cup QLS R1: AUT vs CHI,RR,6-2 6-1,1,31.0,24.0,11.0,2.0,2.0,95.0,197.0
Thiago Monteiro,Arthur De Greef,Clay,,20190201,3,3.0,0.0,50.0,9.0,Davis Cup QLS R1: BEL vs BRA,RR,6-3 6-2,1,37.0,29.0,8.0,0.0,0.0,107.0,202.0
Kimmer Coppejans,Rogerio Dutra Silva,Clay,,20190201,3,0.0,0.0,66.0,10.0,Davis Cup QLS R1: BEL vs BRA,RR,6-4 6-4,1,49.0,34.0,12.0,0.0,0.0,195.0,139.0
